cipName,cipCode,codeFamily,my_cat1,my_cat2
Marine biology,4180,4,Architecture,Architecture
Genetics,4220,4,Architecture,Architecture
Radiobiology,4230,4,Architecture,Architecture
"Nutrition, scientific",4240,4,Architecture,Architecture
Neurosciences,4250,4,Architecture,Architecture
"Business and commerce, general",5010,5,International and Group Studies,General+Multi+International
Business management and administration,5060,5,International and Group Studies,General+Multi+International
Hotel and restaurant management,5080,5,International and Group Studies,General+Multi+International
Marketing and purchasing,5090,5,International and Group Studies,General+Multi+International
Transportation and public utilities,5100,5,International and Group Studies,General+Multi+International
International business,5130,5,International and Group Studies,General+Multi+International
Secretarial studies,5140,5,International and Group Studies,General+Multi+International
"Communications, general",6010,6,Business Accounting,Business
Radio/television,6030,6,Business Accounting,Business
Communication media,6050,6,Business Accounting,Business
Information sciences and systems,7020,7,Business Operations,Business
Data processing,7030,7,Business Operations,Business
Computer programming,7040,7,Business Operations,Business
Systems analysis,7050,7,Business Operations,Business
"Elementary education, general",8020,8,Marketing,Business
"Secondary education, general",8030,8,Marketing,Business
Junior high school education,8040,8,Marketing,Business
"Higher education, general",8050,8,Marketing,Business
Junior and community college education,8060,8,Marketing,Business
Adult and continuing education,8070,8,Marketing,Business
"Special education, general",8080,8,Marketing,Business
Education of the mentally retarded,8100,8,Marketing,Business
Education of the gifted,8110,8,Marketing,Business
Education of the deaf,8120,8,Marketing,Business
Education of the culturally disadvantaged,8130,8,Marketing,Business
Education of the visually handicapped,8140,8,Marketing,Business
Speech correction,8150,8,Marketing,Business
Education of the emotionally disturbed,8160,8,Marketing,Business
Special learning disabilities,8180,8,Marketing,Business
Education of the physically handicapped,8190,8,Marketing,Business
Education of the multiple handicapped,8200,8,Marketing,Business
Social foundations,8210,8,Marketing,Business
Pre-elementary education,8230,8,Marketing,Business
Educational statistics and research,8240,8,Marketing,Business
"Educational testing, evaluation and measurement",8250,8,Marketing,Business
Student personnel,8260,8,Marketing,Business
Educational administration,8270,8,Marketing,Business
Educational supervision,8280,8,Marketing,Business
Reading education,8300,8,Marketing,Business
Art education,8310,8,Marketing,Business
Music education,8320,8,Marketing,Business
Mathematics education,8330,8,Marketing,Business
Science education,8340,8,Marketing,Business
Physical education,8350,8,Marketing,Business
Driver and safety education,8360,8,Marketing,Business
Health education,8370,8,Marketing,Business
"Business, commerce, and distributive education",8380,8,Marketing,Business
"Industrial arts, vocational, and technical education",8390,8,Marketing,Business
Agricultural education,8991,8,Marketing,Business
"Education of exceptional children, not classifiable above",8992,8,Marketing,Business
Home economics education,8993,8,Marketing,Business
"Aerospace, aeronautical and astronautical engineering",9020,9,Communications,Communications
"Civil, construction, and transportation engineering",9080,9,Communications,Communications
"Electrical, electronics, and communications engineering",9090,9,Communications,Communications
Industrial and management engineering,9130,9,Communications,Communications
ceramic engineering,9160,9,Communications,Communications
Textile engineering,9170,9,Communications,Communications
Engineering physics,9190,9,Communications,Communications
Environmental and sanitary engineering,9220,9,Communications,Communications
Engineering technologies,9250,9,Communications,Communications
"Fine arts, general",10010,10,Communications Tech,Communications
Art history and appreciation,10030,10,Communications Tech,Communications
Music history and appreciation,10060,10,Communications Tech,Communications
Dramatic arts,10070,10,Communications Tech,Communications
Dance,10080,10,Communications Tech,Communications
Applied design,10090,10,Communications Tech,Communications
Cinematography,10100,10,Communications Tech,Communications
Agricultural Business/Agribusiness Operations,10102,10,Communications Tech,Communications
Farm and Ranch Management,10104,10,Communications Tech,Communications
"Agricultural Mechanics, General",10201,10,Communications Tech,Communications
Agricultural Electrification Power and Controls,10202,10,Communications Tech,Communications
Agricultural Mechanics Construction and Maintenance Skills,10203,10,Communications Tech,Communications
Agricultural Power Machinery,10204,10,Communications Tech,Communications
Ag. Structures Equip and Facilities,10205,10,Communications Tech,Communications
Soil and Water Mechanical Practice,10206,10,Communications Tech,Communications
"Agricultural Mechanics, Other",10299,10,Communications Tech,Communications
"Agricultural Production, General",10301,10,Communications Tech,Communications
Animal Production,10302,10,Communications Tech,Communications
"Agricultural Production, Other",10399,10,Communications Tech,Communications
"Agricultural Products and Processing, General",10401,10,Communications Tech,Communications
"Agricultural Services and Supplies, General",10501,10,Communications Tech,Communications
Pet Grooming,10504,10,Communications Tech,Communications
"Agricultural Services and Supplies, Other",10599,10,Communications Tech,Communications
"Horticulture, General",10601,10,Communications Tech,Communications
Landscaping,10605,10,Communications Tech,Communications
Nursery Operations and Management,10606,10,Communications Tech,Communications
Turf Management,10607,10,Communications Tech,Communications
"Horticulture, Other",10699,10,Communications Tech,Communications
"Foreign languages, general",11010,11,Computer Science,Computer Science
French,11020,11,Computer Science,Computer Science
German,11030,11,Computer Science,Computer Science
Italian,11040,11,Computer Science,Computer Science
Spanish,11050,11,Computer Science,Computer Science
Russian,11060,11,Computer Science,Computer Science
Chinese,11070,11,Computer Science,Computer Science
Japanese,11080,11,Computer Science,Computer Science
"Greek, classical",11100,11,Computer Science,Computer Science
Hebrew,11110,11,Computer Science,Computer Science
Arabic,11120,11,Computer Science,Computer Science
Indian,11130,11,Computer Science,Computer Science
Scandinavian languages,11140,11,Computer Science,Computer Science
Slavic languages,11150,11,Computer Science,Computer Science
African languages,11160,11,Computer Science,Computer Science
"Health professions, general",12010,12,Misc. Certifications,Misc. Certifications
Hospital and health care administration,12020,12,Misc. Certifications,Misc. Certifications
Dental specialities (Report D.D.S or D.M.D. degree in Part A),12040,12,Misc. Certifications,Misc. Certifications
Dental specialities,12050,12,Misc. Certifications,Misc. Certifications
Medical specicalities (Report M.D. degree in Part A),12060,12,Misc. Certifications,Misc. Certifications
Medical specialties,12070,12,Misc. Certifications,Misc. Certifications
Occupation therapy,12080,12,Misc. Certifications,Misc. Certifications
Optometry (Includes all opometry except O.D. degree reported in Part A),12091,12,Misc. Certifications,Misc. Certifications
Osteopathic medicine - Total,12100,12,Misc. Certifications,Misc. Certifications
Pharmacy - Total,12111,12,Misc. Certifications,Misc. Certifications
Medical record librarianship,12150,12,Misc. Certifications,Misc. Certifications
Podiatry or podiatric medicine,12161,12,Misc. Certifications,Misc. Certifications
Biomedical communication,12170,12,Misc. Certifications,Misc. Certifications
Podiatry or podiatric medicine (Report D.V.M. degree in Part A),12180,12,Misc. Certifications,Misc. Certifications
Veterinary medicine specialties,12190,12,Misc. Certifications,Misc. Certifications
Speech pathology and audiology,12200,12,Misc. Certifications,Misc. Certifications
Clinical social work,12220,12,Misc. Certifications,Misc. Certifications
Medical laboratory technologies,12230,12,Misc. Certifications,Misc. Certifications
Dental technologies,12240,12,Misc. Certifications,Misc. Certifications
Radiologic technologies,12250,12,Misc. Certifications,Misc. Certifications
"Home economics, general",13010,13,Education,Education
Home decoration and home equipment,13020,13,Education,Education
Consumer economics and home management,13040,13,Education,Education
Family relations and child development,13050,13,Education,Education
Foods and nutrition,13060,13,Education,Education
Institutional management and cafeteria management,13070,13,Education,Education
"Law, general",14011,14,Engineering,Engineering
"English, general",15010,15,Engineering Technology,Trades and Technicians
"Literature, English",15020,15,Engineering Technology,Trades and Technicians
"Speech, debate, and forensic science",15060,15,Engineering Technology,Trades and Technicians
Teaching of English as a foreign language,15080,15,Engineering Technology,Trades and Technicians
Religious studies,15100,15,Engineering Technology,Trades and Technicians
"Library science, general",16010,16,Language,Traditional Studies
"Statistics, mathematical and theoretical",17020,17,Healthcare,Healthcare
Applied mathematics,17030,17,Healthcare,Healthcare
Military sciences,18010,18,More Healthcare,Healthcare
Naval science,18020,18,More Healthcare,Healthcare
Aerospace science,18030,18,More Healthcare,Healthcare
Merchant marine,18991,18,More Healthcare,Healthcare
"Merchant marine, other",18999,18,More Healthcare,Healthcare
"Physical sciences, general",19010,19,Family and Home Ec,Family+Home Studies
Molecular physics,19030,19,Family and Home Ec,Family+Home Studies
Pharmaceutical chemistry,19100,19,Family and Home Ec,Family+Home Studies
Atmospheric sciences and meteorology,19130,19,Family and Home Ec,Family+Home Studies
Geology,19140,19,Family and Home Ec,Family+Home Studies
"Earth sciences, general",19170,19,Family and Home Ec,Family+Home Studies
Other earth sciences,19991,19,Family and Home Ec,Family+Home Studies
Other physical sciences,19992,19,Family and Home Ec,Family+Home Studies
"Agricultural Business and Production, Other",19999,19,Family and Home Ec,Family+Home Studies
Psychology for counseling,20040,20,Chidren and Homemaking,Family+Home Studies
Statistics in psychology,20070,20,Chidren and Homemaking,Family+Home Studies
Industrial psychology,20080,20,Chidren and Homemaking,Family+Home Studies
Developmental psychology,20090,20,Chidren and Homemaking,Family+Home Studies
Physiological psychology,20100,20,Chidren and Homemaking,Family+Home Studies
"Agricultural Sciences, General",20101,20,Chidren and Homemaking,Family+Home Studies
Animal Breeding and Genetics,20202,20,Chidren and Homemaking,Family+Home Studies
Dairy,20206,20,Chidren and Homemaking,Family+Home Studies
Fisheries Science,20207,20,Chidren and Homemaking,Family+Home Studies
Poultry,20209,20,Chidren and Homemaking,Family+Home Studies
Food Sciences,20301,20,Chidren and Homemaking,Family+Home Studies
Dairy Processing,20302,20,Chidren and Homemaking,Family+Home Studies
Commercial Garment and Apparel Construction,20303,20,Chidren and Homemaking,Family+Home Studies
Food Engineering,20304,20,Chidren and Homemaking,Family+Home Studies
Food Technology,20306,20,Chidren and Homemaking,Family+Home Studies
Plant Pathology (Applied),20406,20,Chidren and Homemaking,Family+Home Studies
Soil Chemistry,20502,20,Chidren and Homemaking,Family+Home Studies
Soil Conservation,20503,20,Chidren and Homemaking,Family+Home Studies
Soil Management and Fertility,20504,20,Chidren and Homemaking,Family+Home Studies
Soil Microbiology,20505,20,Chidren and Homemaking,Family+Home Studies
Soil Physics,20506,20,Chidren and Homemaking,Family+Home Studies
"Community services, general",21010,21,Criminology,Social Sciences
Parks and recreation management,21030,21,"Recreation, Sports, and Tourism","Recreation, Sports, and Tourism"
Social work and helping services,21040,21,Criminology,Social Sciences
Law enforcement and corrections,21050,21,Criminology,Social Sciences
International public service,21060,21,Public Affairs,Public Policy
Economics,22040,22,Law,Traditional Studies
Political science and government,22070,22,Law,Traditional Studies
International relations,22100,22,Law,Traditional Studies
Afro-American,22110,22,Law,Traditional Studies
American Indian cultural studies,22120,22,Law,Traditional Studies
Mexican-American cultural studies,22130,22,Law,Traditional Studies
Urban studies,22140,22,Law,Traditional Studies
Demography,22150,22,Law,Traditional Studies
Theological professions,23011,23,English,Traditional Studies
"Theological professions, general",23012,23,English,Traditional Studies
Religious music,23020,23,English,Traditional Studies
Biblical languages,23030,23,English,Traditional Studies
"Renewable Natural Resources, General",30101,30,Multi-disciplinary,General+Multi+International
"Conservation and Regulation, General",30201,30,Multi-disciplinary,General+Multi+International
Resources Protection and Regulation,30203,30,Multi-disciplinary,General+Multi+International
"Conservation and Regulation, Other",30299,30,Multi-disciplinary,General+Multi+International
Fishing and Fisheries,30301,30,Multi-disciplinary,General+Multi+International
Fisheries,30302,30,Multi-disciplinary,General+Multi+International
"Fishing and Fisheries, Other",30399,30,Multi-disciplinary,General+Multi+International
"Forest Production and Processing, General",30401,30,Multi-disciplinary,General+Multi+International
Forest Products Processing Technology,30404,30,Multi-disciplinary,General+Multi+International
Logging,30405,30,Multi-disciplinary,General+Multi+International
Pulp and Paper Production,30406,30,Multi-disciplinary,General+Multi+International
"Forestry Production and Processing, Other",30499,30,Multi-disciplinary,General+Multi+International
"Forestry and Related Sciences, General",30501,30,Multi-disciplinary,General+Multi+International
Forestry Sciences,30502,30,Multi-disciplinary,General+Multi+International
Forest Biology,30503,30,Multi-disciplinary,General+Multi+International
Forest Hydrology,30505,30,Multi-disciplinary,General+Multi+International
Forest Management,30506,30,Multi-disciplinary,General+Multi+International
Wood Science,30509,30,Multi-disciplinary,General+Multi+International
"Forestry and Related Sciences, Other",30599,30,Multi-disciplinary,General+Multi+International
Wildlife Management,30601,30,Multi-disciplinary,General+Multi+International
"Renewable Natural Resources, Other",39999,39,Being Religious,Divinity
Environmental Design,40401,40,Physical Sciences,Physical Sciences
Urban Design,40701,40,Physical Sciences,Physical Sciences
General liberal arts and sciences,49010,49,Aeronautics and Aviation,Aviation
Engineering and other disciplines,49040,49,Aeronautics and Aviation,Aviation
"Architecture and Environmental Design, Other",49999,49,Aeronautics and Aviation,Aviation
Afro,50201,50,Visual and Performing Arts,Arts
American Indian Studies,50202,50,Visual and Performing Arts,Arts
Hispanic,50203,50,Visual and Performing Arts,Arts
"Ethnic Studies, Other",50299,50,Visual and Performing Arts,Arts
"Area and Ethnic Studies, Other",59999,59,International and Group Studies,General+Multi+International
"Business Admin. and Management, General",60401,60,Management,Business
Systems Efficiency Analysis,60404,60,Management,Business
"Business Admin. and Management, Other",60499,60,Management,Business
Operations Research (Quantitative Methods),61302,61,Management,Business
Commercial Property,61702,61,Management,Business
Property Management,61703,61,Management,Business
Real Estate Appraisal,61704,61,Management,Business
Real Estate Law,61706,61,Management,Business
Residential Property,61707,61,Management,Business
"Real Estate, Other",61799,61,Management,Business
Small Business Ownership,61802,61,Management,Business
"Small Business Management and Ownership, Other",61899,61,Management,Business
"Accounting, Bookkeeping and Related Programs, General",70101,70,Business Accounting,Business
"Machine Billing, Bookkeeping, and Computing",70104,70,Business Accounting,Business
"Accounting, Bookkeeping and Related Programs, Other",70199,70,Business Accounting,Business
Credit Collection Clerk,70202,70,Business Operations,Business
Loan Clerk,70204,70,Business Operations,Business
"Business Data Processing and Related Programs, General",70301,70,Business Operations,Business
Business Computer and Console Operator,70302,70,Business Operations,Business
Business Data Entry Equip. Operator,70303,70,Business Operations,Business
Business Data Peripheral Equip. Operator,70304,70,Business Operations,Business
"Personnel and Training Programs, Other",70599,70,Business Operations,Business
Unlocated code,70608,70,Business Operations,Business
"Typing, General Office and Related Programs",70701,70,Business Operations,Business
Clerk,70702,70,Business Operations,Business
Secretarial and Related Programs,70706,70,Business Operations,Business
Receptionist and Communication Systems Operation,70707,70,Business Operations,Business
"Traffic, Rate, and Transportation Clerk",70709,70,Business Operations,Business
"Business (Administration Support), Other",79999,79,Business Operations,Business
"Apparel and Accessories Marketing, General",80101,80,Marketing,Business
"Apparel and Accessories Marketing, Other",80199,80,Marketing,Business
Marketing of Business or Personal Services,80203,80,Marketing,Business
"Business and Personal Services Marketing, Other",80299,80,Marketing,Business
Financial Services Marketing,80401,80,Marketing,Business
Banking Marketing,80402,80,Marketing,Business
Credit Union Marketing,80404,80,Marketing,Business
Savings and Loan marketing,80405,80,Marketing,Business
Securities and Commodities Marketing,80406,80,Marketing,Business
"Financial Services marketing, Other",80499,80,Marketing,Business
"Floristry Farm and Garden Supplies Marketing, General",80501,80,Marketing,Business
Floristry,80503,80,Marketing,Business
"Floristry Farm and Garden Supplies Marketing, Other",80599,80,Marketing,Business
"Food Marketing, General",80601,80,Marketing,Business
Wholesale Food Marketing,80605,80,Marketing,Business
Purchasing,80704,80,Marketing,Business
Retailing,80705,80,Marketing,Business
Sales,80706,80,Marketing,Business
"General Marketing, Other",80799,80,Marketing,Business
"Home and Office Products Marketing, General",80801,80,Marketing,Business
"Floor Coverings, Draperies, and Upholstery Marketing",80804,80,Marketing,Business
"Home and Office Products Marketing, Other",80899,80,Marketing,Business
"Hospitality and Recreation Marketing, General",80901,80,Marketing,Business
Marketing of Hotel/Motel Services,80902,80,Marketing,Business
Marketing of Recreational Services,80903,80,Marketing,Business
"Hospitality and Recreation Marketing, Other",80999,80,Marketing,Business
Insurance Marketing,81001,81,Marketing,Business
Accident and Health Insurance Marketing,81002,81,Marketing,Business
Life Insurance Marketing,81003,81,Marketing,Business
"Insurance Marketing, Other",81099,81,Marketing,Business
"Transportation and Travel Market, General",81101,81,Marketing,Business
Passenger Transportation Marketing,81103,81,Marketing,Business
"Tourism and Travel Service. Market. Operations, Other",81199,81,Marketing,Business
"Vehicles and Petroleum Marketing, General",81201,81,Marketing,Business
Automotive Vehicles and Accessories Marketing,81203,81,Marketing,Business
Petroleum Wholesaling,81204,81,Marketing,Business
Recreational Vehicles and Accessories Marketing,81205,81,Marketing,Business
"Vehicle and Petroleum Marketing, Other",81299,81,Marketing,Business
"Marketing and Distribution, Other",89999,89,Marketing,Business
Candidate in Philosophy,90010,90,Philosophy+Religion,Traditional Studies
Candidate in (name of specific field),90020,90,LAS,General+Multi+International
Professional diploma,90030,90,LAS,General+Multi+International
Master of Philosophy,90040,90,Communications,Communications
Journalism (Mass Communications),90401,90,Communications,Communications
Public Relations,90501,90,Communications,Communications
"Radio and Television, General",90701,90,Communications,Communications
all,99000,99,Communications,Communications
"Communications, Other",99999,99,Communications,Communications
Educational Media Technology,100101,100,Communications Tech,Communications
Photographic Technology,100103,100,Communications Tech,Communications
Radio and Television and Broadcasting Tech.,100104,100,Communications Tech,Communications
"Communications Technology, Other",100199,100,Communications Tech,Communications
Drycleaning,120102,120,Mechanics and Repairers,Trades and Technicians
"Entertainment Services, Other",120299,120,Other Services,Other Services
Funeral Services,120301,120,Other Services,Other Services
"Personal Services, General",120401,120,Other Services,Other Services
Barbering/Hairstyling,120402,120,Other Services,Other Services
Cosmetology,120403,120,Other Services,Other Services
Electrolysis,120404,120,Other Services,Other Services
"Personal Services, Other",120499,120,Other Services,Other Services
"Consumer Personal and Miscellaneous Services, Other",129999,129,Other Services,Other Services
Bilingual/Bicultural Education,130201,130,Education,Education
"Education Administration, General",130401,130,Education,Education
Elementary and Secondary Ed. Administration,130405,130,Education,Education
Higher Education Administration,130406,130,Education,Education
Community and Junior College Admin.,130407,130,Education,Education
"Education Administration, Other",130499,130,Education,Education
Educational Media,130501,130,Education,Education
"Educational and Research, General",130601,130,Education,Education
Educational Testing Evaluation and Measurement,130604,130,Education,Education
Higher Education Research,130606,130,Education,Education
"Educational and Research, Other",130699,130,Education,Education
Education of the Cultural Disadvantages,131002,131,Education,Education
Education of the Deaf and Hearing Impaired,131003,131,Education,Education
Education of the Gifted and Talented,131004,131,Education,Education
Education of the Emotionally Handicapped,131005,131,Education,Education
Education of the Mentally Handicapped,131006,131,Education,Education
Specific Learning Disabled,131011,131,Education,Education
"Special Education, Other",131099,131,Education,Education
Student Counseling and Personnel Services,131101,131,Education,Education
Elementary Education,131202,131,Education,Education
Junior High/Middle School Education,131203,131,Education,Education
Pre,131204,131,Education,Education
Secondary Education,131205,131,Education,Education
"Teacher Education General Programs, Other",131299,131,Education,Education
Agricultural Teacher Education (Vocational),131301,131,Education,Education
Business Education,131303,131,Education,Education
English Education,131305,131,Education,Education
Foreign Language Education,131306,131,Education,Education
Industrial Arts Education,131309,131,Education,Education
Marketing and Distributive Education,131310,131,Education,Education
Social Science Education,131317,131,Education,Education
Social Studies Education,131318,131,Education,Education
Technical Education,131319,131,Education,Education
Trade and Industrial Education,131320,131,Education,Education
"Teacher Education Specific Subject Areas., Other",131399,131,Education,Education
Teaching English as a Second Language/Foreign Language,131401,131,Education,Education
Engineering General,140101,140,Engineering,Engineering
Civil Engineering,140801,140,Engineering,Engineering
Computer Engineering,140901,140,Engineering,Engineering
Environmental Health Engineering,141401,141,Engineering,Engineering
Material Engineering,141801,141,Engineering,Engineering
Architectural Design and Construction Technology,150101,150,Engineering Technology,Trades and Technicians
Architectural Interior Design Technology,150102,150,Engineering Technology,Trades and Technicians
"Architectural Technologies, Other",150199,150,Engineering Technology,Trades and Technicians
Civil Technology,150201,150,Engineering Technology,Trades and Technicians
Computer Technology,150301,150,Engineering Technology,Trades and Technicians
Electronic Technology,150303,150,Engineering Technology,Trades and Technicians
Laser Electronic,150304,150,Engineering Technology,Trades and Technicians
"Electrical and Electronic Technologies, Other",150399,150,Engineering Technology,Trades and Technicians
Biomedical Equipment Technology,150401,150,Engineering Technology,Trades and Technicians
Computer Servicing Technology,150402,150,Engineering Technology,Trades and Technicians
Electromechanical Technology,150403,150,Engineering Technology,Trades and Technicians
Instrumentation Technology,150404,150,Engineering Technology,Trades and Technicians
"Electromechanical Instrumentation and Maintenance Technologies, Other",150499,150,Engineering Technology,Trades and Technicians
Air Conditioning Healing and Refrigeration Technology,150501,150,Engineering Technology,Trades and Technicians
Air Pollution Control Technology,150502,150,Engineering Technology,Trades and Technicians
Energy Conservation and Use Technology,150503,150,Engineering Technology,Trades and Technicians
Solar Hearing and Cooling Technology,150505,150,Engineering Technology,Trades and Technicians
Water and Wastewater Technology,150506,150,Engineering Technology,Trades and Technicians
"Environmental Control Technology, Other",150599,150,Engineering Technology,Trades and Technicians
Industrial Technology,150603,150,Engineering Technology,Trades and Technicians
Manufacturing Technology,150604,150,Engineering Technology,Trades and Technicians
Marine Products Technology,150605,150,Engineering Technology,Trades and Technicians
Plastics Technology,150607,150,Engineering Technology,Trades and Technicians
Safety Technology,150608,150,Engineering Technology,Trades and Technicians
"Industrial Production Technologies, Other",150699,150,Engineering Technology,Trades and Technicians
Occupational Safety and Health Technology,150701,150,Engineering Technology,Trades and Technicians
Quality Control Technology,150702,150,Engineering Technology,Trades and Technicians
Quality Control and Safety Technology,150799,150,Engineering Technology,Trades and Technicians
Aeronautical Technology,150801,150,Engineering Technology,Trades and Technicians
Agricultural Equipment Technology,150802,150,Engineering Technology,Trades and Technicians
Automotive Technology,150803,150,Engineering Technology,Trades and Technicians
Mechanical Design Technology,150805,150,Engineering Technology,Trades and Technicians
"Mechanical and Related Technologies, Other",150899,150,Engineering Technology,Trades and Technicians
Coal Mining Technology,150901,150,Engineering Technology,Trades and Technicians
Mining (Excluding Coal) Technology,150902,150,Engineering Technology,Trades and Technicians
Petroleum Technology,150903,150,Engineering Technology,Trades and Technicians
"Mining and Related Technologies, Other",150999,150,Engineering Technology,Trades and Technicians
Engineering and Engineering,159999,159,Engineering Technology,Trades and Technicians
Foreign Languages Multiple Emphasis,160101,160,Language,Traditional Studies
African (Non,160201,160,Language,Traditional Studies
Korean,160303,160,Language,Traditional Studies
"Asiatic Languages, Other",160399,160,Language,Traditional Studies
Baltic Languages,160401,160,Language,Traditional Studies
Slavic Languages (Other than Russian),160403,160,Language,Traditional Studies
"Germanic Languages, Other",160599,160,Language,Traditional Studies
Greek (Classical),160601,160,Language,Traditional Studies
Sanskrit,160702,160,Language,Traditional Studies
"India Languages, Other",160799,160,Language,Traditional Studies
Iranian Languages,160801,160,Language,Traditional Studies
Portuguese,160904,160,Language,Traditional Studies
"Italic Languages, Other",160999,160,Language,Traditional Studies
Native American Languages,161001,161,Language,Traditional Studies
"Semitic Languages, Other",161199,161,Language,Traditional Studies
"Foreign Languages, Other",169999,169,Language,Traditional Studies
Electroencephalograph Tech,170204,170,Health Services and Health Sciences,Healthcare
Emergency Medical Technology,170205,170,Health Services and Health Sciences,Healthcare
"Diagnostic and Treatment Services, Other",170299,170,Health Services and Health Sciences,Healthcare
Clinical Laboratory Assisting,170305,170,Health Services and Health Sciences,Healthcare
Medical Laboratory Technology,170309,170,Health Services and Health Sciences,Healthcare
Microbiology Technology,170311,170,Health Services and Health Sciences,Healthcare
"Medical Laboratory Technologies, Other",170399,170,Health Services and Health Sciences,Healthcare
Genetic Counseling,170403,170,Health Services and Health Sciences,Healthcare
Mental Health/Human Services Assisting,170405,170,Health Services and Health Sciences,Healthcare
Mental Health/Human Services Technology,170406,170,Health Services and Health Sciences,Healthcare
"Mental Health/Human Services, Other",170499,170,Health Services and Health Sciences,Healthcare
Animal Technology,170501,170,Health Services and Health Sciences,Healthcare
Veterinarian Aide,170511,170,Health Services and Health Sciences,Healthcare
"Miscellaneous Allied Health Service, Other",170599,170,Health Services and Health Sciences,Healthcare
Obstetrical Technology,170603,170,Health Services and Health Sciences,Healthcare
Pediatric Aide,170604,170,Health Services and Health Sciences,Healthcare
Nursing,170699,170,Health Services and Health Sciences,Healthcare
Ophthalmic Laboratory Technology,170702,170,Health Services and Health Sciences,Healthcare
Ophthalmic Medical Assisting,170703,170,Health Services and Health Sciences,Healthcare
Optometric Assisting,170704,170,Health Services and Health Sciences,Healthcare
Orthoptics,170706,170,Health Services and Health Sciences,Healthcare
Manual Arts Therapy,170805,170,Health Services and Health Sciences,Healthcare
Occupational Therapy Assisting,170808,170,Health Services and Health Sciences,Healthcare
Occupational Therapy Aide,170809,170,Health Services and Health Sciences,Healthcare
Orthotic/Prosthetic Assisting,170810,170,Health Services and Health Sciences,Healthcare
Orthopedic Assisting,170812,170,Health Services and Health Sciences,Healthcare
Physical Therapy Assisting,170815,170,Health Services and Health Sciences,Healthcare
Recreational Therapy Assisting,170817,170,Health Services and Health Sciences,Healthcare
Respiratory Therapy Assisting,170819,170,Health Services and Health Sciences,Healthcare
Speech,170821,170,Health Services and Health Sciences,Healthcare
Emergency/Disaster Science,180501,180,Health Services and Health Sciences,Healthcare
Emergency Medicine,181006,181,Health Services and Health Sciences,Healthcare
Neurological Surgery,181011,181,Health Services and Health Sciences,Healthcare
Nuclear Medicine,181012,181,Health Services and Health Sciences,Healthcare
Obstetrics and Gynecology,181013,181,Health Services and Health Sciences,Healthcare
Otorhinolaryngology/Otolaryngology,181017,181,Health Services and Health Sciences,Healthcare
Physical Medicine Rehabilitation,181020,181,Health Services and Health Sciences,Healthcare
Thoracic Surgery,181027,181,Health Services and Health Sciences,Healthcare
Prosectorial Science,182101,182,Health Services and Health Sciences,Healthcare
Toxicology (Clinical),182301,182,Health Services and Health Sciences,Healthcare
Business Home Economics,190201,190,Family and Home Ec,Family+Home Studies
"Nonformal Education (Extension, Adult/Extended)",190302,190,Family and Home Ec,Family+Home Studies
"Family and Community Services, Other",190399,190,Family and Home Ec,Family+Home Studies
"Family/Consumer Resource Management, General",190401,190,Family and Home Ec,Family+Home Studies
Consumer Science,190402,190,Family and Home Ec,Family+Home Studies
Family Economics,190403,190,Family and Home Ec,Family+Home Studies
"Family/Consumer Resource Management, Other",190499,190,Family and Home Ec,Family+Home Studies
"Food Sciences and Human Nutrition, General",190501,190,Family and Home Ec,Family+Home Studies
Food 'Food Sciences,190502,190,Family and Home Ec,Family+Home Studies
"Food Sciences and Human Nutrition, Other",190599,190,Family and Home Ec,Family+Home Studies
"Human Environment and Housing, General",190601,190,Family and Home Ec,Family+Home Studies
Housing,190603,190,Family and Home Ec,Family+Home Studies
"Human Environmental and Housing, Other",190699,190,Family and Home Ec,Family+Home Studies
"Individual and Family Development, General",190701,190,Family and Home Ec,Family+Home Studies
Adult Development,190702,190,Family and Home Ec,Family+Home Studies
Family Counseling,190703,190,Family and Home Ec,Family+Home Studies
Family Relations,190704,190,Family and Home Ec,Family+Home Studies
"Individual and Family Development, Other",190799,190,Family and Home Ec,Family+Home Studies
International/Comparative Home Economics,190801,190,Family and Home Ec,Family+Home Studies
Textiles and Clothing General,190901,190,Fashion,Arts
Fashion Design,190902,190,Fashion,Arts
"Textiles and Clothing, Retail",190903,190,Fashion,Arts
"Textiles and Clothing, Other",190999,190,Fashion,Arts
"Home Economics, Other",199999,199,Family and Home Ec,Family+Home Studies
Comprehensive Consumer and Homemaking,200101,200,Family and Home Ec,Family+Home Studies
"Consumer and Homemaking Ed, Other",200199,200,Family and Home Ec,Family+Home Studies
Child Care Aide/Assisting,200202,200,Family and Home Ec,Family+Home Studies
Child Care Management,200203,200,Family and Home Ec,Family+Home Studies
Teacher Aide,200205,200,Family and Home Ec,Family+Home Studies
"Child Care and Guidance Management and Services, Other",200299,200,Family and Home Ec,Family+Home Studies
"Clothing, Apparel and Textile Management, Production and Services",200301,200,Management,Business
Custom Tailoring and Alteration,200305,200,Fashion,Arts
Fashion and Fabric Coordination,200306,200,Fashion,Arts
"Clothing, Apparel and Textile Management Production and Services, Other",200399,200,Management,Business
"Food Production Management and Services, General",200401,200,Family and Home Ec,Family+Home Studies
Dietetic Aide/Assisting,200404,200,Family and Home Ec,Family+Home Studies
Food Catering,200405,200,Family and Home Ec,Family+Home Studies
Food Production Management and Services,200499,200,Family and Home Ec,Family+Home Studies
Home Furnishings and Equipment Management Production and Services General,200501,200,Family and Home Ec,Family+Home Studies
